,ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,DESCRIPTION,INTRO
2896,ARE,United Arab Emirates,EMRO,2016.0,Typhoid,No
2897,ARE,United Arab Emirates,EMRO,2016.0,Varicella vaccine,Yes
2898,ARE,United Arab Emirates,EMRO,2016.0,YF (Yellow fever) vaccine,No
2899,ARE,United Arab Emirates,EMRO,2015.0,aP (acellular pertussis) vaccine,Yes
2900,ARE,United Arab Emirates,EMRO,2015.0,Hepatitis A vaccine,Yes (R)
2901,ARE,United Arab Emirates,EMRO,2015.0,Hepatitis B vaccine,Yes
2902,ARE,United Arab Emirates,EMRO,2015.0,HepB birth dose,Yes
2903,ARE,United Arab Emirates,EMRO,2015.0,Hib (Haemophilus influenzae type B) vaccine,Yes
2904,ARE,United Arab Emirates,EMRO,2015.0,HPV (Human Papilloma Virus) vaccine,Yes (P)
2905,ARE,United Arab Emirates,EMRO,2015.0,IPV (Inactivated polio vaccine),Yes
2906,ARE,United Arab Emirates,EMRO,2015.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
2907,ARE,United Arab Emirates,EMRO,2015.0,Japanese Encephalitis,No
2908,ARE,United Arab Emirates,EMRO,2015.0,Measles-containing vaccine 2nd dose,Yes
2909,ARE,United Arab Emirates,EMRO,2015.0,Meningococcal meningitis vaccines (all strains),Yes (R)
2910,ARE,United Arab Emirates,EMRO,2015.0,Mumps vaccine,Yes
2911,ARE,United Arab Emirates,EMRO,2015.0,PCV (Pneumococcal conjugate vaccine),Yes
2912,ARE,United Arab Emirates,EMRO,2015.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
2913,ARE,United Arab Emirates,EMRO,2015.0,Rotavirus vaccine,Yes
2914,ARE,United Arab Emirates,EMRO,2015.0,Rubella vaccine,Yes
2915,ARE,United Arab Emirates,EMRO,2015.0,Seasonal Influenza vaccine,Yes
2916,ARE,United Arab Emirates,EMRO,2015.0,Typhoid,No
2917,ARE,United Arab Emirates,EMRO,2015.0,Varicella vaccine,Yes
2918,ARE,United Arab Emirates,EMRO,2015.0,YF (Yellow fever) vaccine,No
2919,ARE,United Arab Emirates,EMRO,2014.0,aP (acellular pertussis) vaccine,No
2920,ARE,United Arab Emirates,EMRO,2014.0,Hepatitis A vaccine,Yes (R)
2921,ARE,United Arab Emirates,EMRO,2014.0,Hepatitis B vaccine,Yes
2922,ARE,United Arab Emirates,EMRO,2014.0,HepB birth dose,Yes
2923,ARE,United Arab Emirates,EMRO,2014.0,Hib (Haemophilus influenzae type B) vaccine,Yes
2924,ARE,United Arab Emirates,EMRO,2014.0,HPV (Human Papilloma Virus) vaccine,Yes (P)
2925,ARE,United Arab Emirates,EMRO,2014.0,IPV (Inactivated polio vaccine),Yes
2926,ARE,United Arab Emirates,EMRO,2014.0,IPV (Inactivated polio vaccine) 2nd dose,No
2927,ARE,United Arab Emirates,EMRO,2014.0,Japanese Encephalitis,No
2928,ARE,United Arab Emirates,EMRO,2014.0,Measles-containing vaccine 2nd dose,Yes
2929,ARE,United Arab Emirates,EMRO,2014.0,Meningococcal meningitis vaccines (all strains),Yes (R)
2930,ARE,United Arab Emirates,EMRO,2014.0,Mumps vaccine,Yes
2931,ARE,United Arab Emirates,EMRO,2014.0,PCV (Pneumococcal conjugate vaccine),Yes
2932,ARE,United Arab Emirates,EMRO,2014.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
2933,ARE,United Arab Emirates,EMRO,2014.0,Rotavirus vaccine,Yes
2934,ARE,United Arab Emirates,EMRO,2014.0,Rubella vaccine,Yes
2935,ARE,United Arab Emirates,EMRO,2014.0,Seasonal Influenza vaccine,Yes
2936,ARE,United Arab Emirates,EMRO,2014.0,Typhoid,No
2937,ARE,United Arab Emirates,EMRO,2014.0,Varicella vaccine,Yes
2938,ARE,United Arab Emirates,EMRO,2014.0,YF (Yellow fever) vaccine,No
2939,ARE,United Arab Emirates,EMRO,2013.0,aP (acellular pertussis) vaccine,No
2940,ARE,United Arab Emirates,EMRO,2013.0,Hepatitis A vaccine,Yes (R)
2941,ARE,United Arab Emirates,EMRO,2013.0,Hepatitis B vaccine,Yes
2942,ARE,United Arab Emirates,EMRO,2013.0,HepB birth dose,Yes
2943,ARE,United Arab Emirates,EMRO,2013.0,Hib (Haemophilus influenzae type B) vaccine,Yes
2944,ARE,United Arab Emirates,EMRO,2013.0,HPV (Human Papilloma Virus) vaccine,Yes (P)
2945,ARE,United Arab Emirates,EMRO,2013.0,IPV (Inactivated polio vaccine),Yes
2946,ARE,United Arab Emirates,EMRO,2013.0,IPV (Inactivated polio vaccine) 2nd dose,No
2947,ARE,United Arab Emirates,EMRO,2013.0,Japanese Encephalitis,No
2948,ARE,United Arab Emirates,EMRO,2013.0,Measles-containing vaccine 2nd dose,Yes
2949,ARE,United Arab Emirates,EMRO,2013.0,Meningococcal meningitis vaccines (all strains),Yes (R)
2950,ARE,United Arab Emirates,EMRO,2013.0,Mumps vaccine,Yes
2951,ARE,United Arab Emirates,EMRO,2013.0,PCV (Pneumococcal conjugate vaccine),Yes
2952,ARE,United Arab Emirates,EMRO,2013.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
2953,ARE,United Arab Emirates,EMRO,2013.0,Rotavirus vaccine,No
2954,ARE,United Arab Emirates,EMRO,2013.0,Rubella vaccine,Yes
2955,ARE,United Arab Emirates,EMRO,2013.0,Seasonal Influenza vaccine,Yes
2956,ARE,United Arab Emirates,EMRO,2013.0,Typhoid,No
2957,ARE,United Arab Emirates,EMRO,2013.0,Varicella vaccine,Yes
2958,ARE,United Arab Emirates,EMRO,2013.0,YF (Yellow fever) vaccine,No
2959,ARE,United Arab Emirates,EMRO,2012.0,aP (acellular pertussis) vaccine,No
2960,ARE,United Arab Emirates,EMRO,2012.0,Hepatitis A vaccine,Yes (R)
2961,ARE,United Arab Emirates,EMRO,2012.0,Hepatitis B vaccine,Yes
2962,ARE,United Arab Emirates,EMRO,2012.0,HepB birth dose,Yes
2963,ARE,United Arab Emirates,EMRO,2012.0,Hib (Haemophilus influenzae type B) vaccine,Yes
2964,ARE,United Arab Emirates,EMRO,2012.0,HPV (Human Papilloma Virus) vaccine,No
2965,ARE,United Arab Emirates,EMRO,2012.0,IPV (Inactivated polio vaccine),Yes
2966,ARE,United Arab Emirates,EMRO,2012.0,IPV (Inactivated polio vaccine) 2nd dose,No
2967,ARE,United Arab Emirates,EMRO,2012.0,Japanese Encephalitis,No
2968,ARE,United Arab Emirates,EMRO,2012.0,Measles-containing vaccine 2nd dose,Yes
2969,ARE,United Arab Emirates,EMRO,2012.0,Meningococcal meningitis vaccines (all strains),Yes (R)
2970,ARE,United Arab Emirates,EMRO,2012.0,Mumps vaccine,Yes
2971,ARE,United Arab Emirates,EMRO,2012.0,PCV (Pneumococcal conjugate vaccine),Yes
2972,ARE,United Arab Emirates,EMRO,2012.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
2973,ARE,United Arab Emirates,EMRO,2012.0,Rotavirus vaccine,No
2974,ARE,United Arab Emirates,EMRO,2012.0,Rubella vaccine,Yes
2975,ARE,United Arab Emirates,EMRO,2012.0,Seasonal Influenza vaccine,Yes
2976,ARE,United Arab Emirates,EMRO,2012.0,Typhoid,No
2977,ARE,United Arab Emirates,EMRO,2012.0,Varicella vaccine,Yes
2978,ARE,United Arab Emirates,EMRO,2012.0,YF (Yellow fever) vaccine,No
2979,ARE,United Arab Emirates,EMRO,2011.0,aP (acellular pertussis) vaccine,No
2980,ARE,United Arab Emirates,EMRO,2011.0,Hepatitis A vaccine,No
2981,ARE,United Arab Emirates,EMRO,2011.0,Hepatitis B vaccine,Yes
2982,ARE,United Arab Emirates,EMRO,2011.0,HepB birth dose,Yes
2983,ARE,United Arab Emirates,EMRO,2011.0,Hib (Haemophilus influenzae type B) vaccine,Yes
2984,ARE,United Arab Emirates,EMRO,2011.0,HPV (Human Papilloma Virus) vaccine,No
2985,ARE,United Arab Emirates,EMRO,2011.0,IPV (Inactivated polio vaccine),Yes
2986,ARE,United Arab Emirates,EMRO,2011.0,IPV (Inactivated polio vaccine) 2nd dose,No
2987,ARE,United Arab Emirates,EMRO,2011.0,Japanese Encephalitis,No
2988,ARE,United Arab Emirates,EMRO,2011.0,Measles-containing vaccine 2nd dose,Yes
2989,ARE,United Arab Emirates,EMRO,2011.0,Meningococcal meningitis vaccines (all strains),Yes (R)
2990,ARE,United Arab Emirates,EMRO,2011.0,Mumps vaccine,Yes
2991,ARE,United Arab Emirates,EMRO,2011.0,PCV (Pneumococcal conjugate vaccine),Yes
2992,ARE,United Arab Emirates,EMRO,2011.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
2993,ARE,United Arab Emirates,EMRO,2011.0,Rotavirus vaccine,No
2994,ARE,United Arab Emirates,EMRO,2011.0,Rubella vaccine,Yes
2995,ARE,United Arab Emirates,EMRO,2011.0,Seasonal Influenza vaccine,Yes
2996,ARE,United Arab Emirates,EMRO,2011.0,Typhoid,No
2997,ARE,United Arab Emirates,EMRO,2011.0,Varicella vaccine,Yes (R)
2998,ARE,United Arab Emirates,EMRO,2011.0,YF (Yellow fever) vaccine,No
2999,ARE,United Arab Emirates,EMRO,2010.0,aP (acellular pertussis) vaccine,No
3000,ARE,United Arab Emirates,EMRO,2010.0,Hepatitis A vaccine,No
3001,ARE,United Arab Emirates,EMRO,2010.0,Hepatitis B vaccine,Yes
3002,ARE,United Arab Emirates,EMRO,2010.0,HepB birth dose,Yes
3003,ARE,United Arab Emirates,EMRO,2010.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3004,ARE,United Arab Emirates,EMRO,2010.0,HPV (Human Papilloma Virus) vaccine,No
3005,ARE,United Arab Emirates,EMRO,2010.0,IPV (Inactivated polio vaccine),Yes
3006,ARE,United Arab Emirates,EMRO,2010.0,IPV (Inactivated polio vaccine) 2nd dose,No
3007,ARE,United Arab Emirates,EMRO,2010.0,Japanese Encephalitis,No
3008,ARE,United Arab Emirates,EMRO,2010.0,Measles-containing vaccine 2nd dose,Yes
3009,ARE,United Arab Emirates,EMRO,2010.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3010,ARE,United Arab Emirates,EMRO,2010.0,Mumps vaccine,Yes
3011,ARE,United Arab Emirates,EMRO,2010.0,PCV (Pneumococcal conjugate vaccine),Yes
3012,ARE,United Arab Emirates,EMRO,2010.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3013,ARE,United Arab Emirates,EMRO,2010.0,Rotavirus vaccine,No
3014,ARE,United Arab Emirates,EMRO,2010.0,Rubella vaccine,Yes
3015,ARE,United Arab Emirates,EMRO,2010.0,Seasonal Influenza vaccine,Yes
3016,ARE,United Arab Emirates,EMRO,2010.0,Typhoid,No
3017,ARE,United Arab Emirates,EMRO,2010.0,Varicella vaccine,Yes (R)
3018,ARE,United Arab Emirates,EMRO,2010.0,YF (Yellow fever) vaccine,No
3019,ARE,United Arab Emirates,EMRO,2009.0,aP (acellular pertussis) vaccine,No
3020,ARE,United Arab Emirates,EMRO,2009.0,Hepatitis A vaccine,No
3021,ARE,United Arab Emirates,EMRO,2009.0,Hepatitis B vaccine,Yes
3022,ARE,United Arab Emirates,EMRO,2009.0,HepB birth dose,No
3023,ARE,United Arab Emirates,EMRO,2009.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3024,ARE,United Arab Emirates,EMRO,2009.0,HPV (Human Papilloma Virus) vaccine,No
3025,ARE,United Arab Emirates,EMRO,2009.0,IPV (Inactivated polio vaccine),Yes (P)
3026,ARE,United Arab Emirates,EMRO,2009.0,IPV (Inactivated polio vaccine) 2nd dose,No
3027,ARE,United Arab Emirates,EMRO,2009.0,Japanese Encephalitis,No
3028,ARE,United Arab Emirates,EMRO,2009.0,Measles-containing vaccine 2nd dose,Yes
3029,ARE,United Arab Emirates,EMRO,2009.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3030,ARE,United Arab Emirates,EMRO,2009.0,Mumps vaccine,Yes
3031,ARE,United Arab Emirates,EMRO,2009.0,PCV (Pneumococcal conjugate vaccine),Yes
3032,ARE,United Arab Emirates,EMRO,2009.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3033,ARE,United Arab Emirates,EMRO,2009.0,Rotavirus vaccine,No
3034,ARE,United Arab Emirates,EMRO,2009.0,Rubella vaccine,Yes
3035,ARE,United Arab Emirates,EMRO,2009.0,Seasonal Influenza vaccine,Yes
3036,ARE,United Arab Emirates,EMRO,2009.0,Typhoid,No
3037,ARE,United Arab Emirates,EMRO,2009.0,Varicella vaccine,Yes (R)
3038,ARE,United Arab Emirates,EMRO,2009.0,YF (Yellow fever) vaccine,No
3039,ARE,United Arab Emirates,EMRO,2008.0,aP (acellular pertussis) vaccine,No
3040,ARE,United Arab Emirates,EMRO,2008.0,Hepatitis A vaccine,No
3041,ARE,United Arab Emirates,EMRO,2008.0,Hepatitis B vaccine,Yes
3042,ARE,United Arab Emirates,EMRO,2008.0,HepB birth dose,No
3043,ARE,United Arab Emirates,EMRO,2008.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3044,ARE,United Arab Emirates,EMRO,2008.0,HPV (Human Papilloma Virus) vaccine,No
3045,ARE,United Arab Emirates,EMRO,2008.0,IPV (Inactivated polio vaccine),Yes (P)
3046,ARE,United Arab Emirates,EMRO,2008.0,IPV (Inactivated polio vaccine) 2nd dose,No
3047,ARE,United Arab Emirates,EMRO,2008.0,Japanese Encephalitis,No
3048,ARE,United Arab Emirates,EMRO,2008.0,Measles-containing vaccine 2nd dose,Yes
3049,ARE,United Arab Emirates,EMRO,2008.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3050,ARE,United Arab Emirates,EMRO,2008.0,Mumps vaccine,Yes
3051,ARE,United Arab Emirates,EMRO,2008.0,PCV (Pneumococcal conjugate vaccine),Yes
3052,ARE,United Arab Emirates,EMRO,2008.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3053,ARE,United Arab Emirates,EMRO,2008.0,Rotavirus vaccine,No
3054,ARE,United Arab Emirates,EMRO,2008.0,Rubella vaccine,Yes
3055,ARE,United Arab Emirates,EMRO,2008.0,Seasonal Influenza vaccine,Yes
3056,ARE,United Arab Emirates,EMRO,2008.0,Typhoid,No
3057,ARE,United Arab Emirates,EMRO,2008.0,Varicella vaccine,Yes (R)
3058,ARE,United Arab Emirates,EMRO,2008.0,YF (Yellow fever) vaccine,No
3059,ARE,United Arab Emirates,EMRO,2007.0,aP (acellular pertussis) vaccine,No
3060,ARE,United Arab Emirates,EMRO,2007.0,Hepatitis A vaccine,No
3061,ARE,United Arab Emirates,EMRO,2007.0,Hepatitis B vaccine,Yes
3062,ARE,United Arab Emirates,EMRO,2007.0,HepB birth dose,No
3063,ARE,United Arab Emirates,EMRO,2007.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3064,ARE,United Arab Emirates,EMRO,2007.0,HPV (Human Papilloma Virus) vaccine,No
3065,ARE,United Arab Emirates,EMRO,2007.0,IPV (Inactivated polio vaccine),Yes (P)
3066,ARE,United Arab Emirates,EMRO,2007.0,IPV (Inactivated polio vaccine) 2nd dose,No
3067,ARE,United Arab Emirates,EMRO,2007.0,Japanese Encephalitis,No
3068,ARE,United Arab Emirates,EMRO,2007.0,Measles-containing vaccine 2nd dose,Yes
3069,ARE,United Arab Emirates,EMRO,2007.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3070,ARE,United Arab Emirates,EMRO,2007.0,Mumps vaccine,Yes
3071,ARE,United Arab Emirates,EMRO,2007.0,PCV (Pneumococcal conjugate vaccine),Yes
3072,ARE,United Arab Emirates,EMRO,2007.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3073,ARE,United Arab Emirates,EMRO,2007.0,Rotavirus vaccine,No
3074,ARE,United Arab Emirates,EMRO,2007.0,Rubella vaccine,Yes
3075,ARE,United Arab Emirates,EMRO,2007.0,Seasonal Influenza vaccine,Yes
3076,ARE,United Arab Emirates,EMRO,2007.0,Typhoid,No
3077,ARE,United Arab Emirates,EMRO,2007.0,Varicella vaccine,Yes (R)
3078,ARE,United Arab Emirates,EMRO,2007.0,YF (Yellow fever) vaccine,No
3079,ARE,United Arab Emirates,EMRO,2006.0,aP (acellular pertussis) vaccine,No
3080,ARE,United Arab Emirates,EMRO,2006.0,Hepatitis A vaccine,No
3081,ARE,United Arab Emirates,EMRO,2006.0,Hepatitis B vaccine,Yes
3082,ARE,United Arab Emirates,EMRO,2006.0,HepB birth dose,No
3083,ARE,United Arab Emirates,EMRO,2006.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3084,ARE,United Arab Emirates,EMRO,2006.0,HPV (Human Papilloma Virus) vaccine,No
3085,ARE,United Arab Emirates,EMRO,2006.0,IPV (Inactivated polio vaccine),Yes (P)
3086,ARE,United Arab Emirates,EMRO,2006.0,IPV (Inactivated polio vaccine) 2nd dose,No
3087,ARE,United Arab Emirates,EMRO,2006.0,Japanese Encephalitis,No
3088,ARE,United Arab Emirates,EMRO,2006.0,Measles-containing vaccine 2nd dose,Yes
3089,ARE,United Arab Emirates,EMRO,2006.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3090,ARE,United Arab Emirates,EMRO,2006.0,Mumps vaccine,Yes
3091,ARE,United Arab Emirates,EMRO,2006.0,PCV (Pneumococcal conjugate vaccine),No
3092,ARE,United Arab Emirates,EMRO,2006.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3093,ARE,United Arab Emirates,EMRO,2006.0,Rotavirus vaccine,No
3094,ARE,United Arab Emirates,EMRO,2006.0,Rubella vaccine,Yes
3095,ARE,United Arab Emirates,EMRO,2006.0,Seasonal Influenza vaccine,Yes
3096,ARE,United Arab Emirates,EMRO,2006.0,Typhoid,No
3097,ARE,United Arab Emirates,EMRO,2006.0,Varicella vaccine,Yes (R)
3098,ARE,United Arab Emirates,EMRO,2006.0,YF (Yellow fever) vaccine,No
3099,ARE,United Arab Emirates,EMRO,2005.0,aP (acellular pertussis) vaccine,No
3100,ARE,United Arab Emirates,EMRO,2005.0,Hepatitis A vaccine,No
3101,ARE,United Arab Emirates,EMRO,2005.0,Hepatitis B vaccine,Yes
3102,ARE,United Arab Emirates,EMRO,2005.0,HepB birth dose,No
3103,ARE,United Arab Emirates,EMRO,2005.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3104,ARE,United Arab Emirates,EMRO,2005.0,IPV (Inactivated polio vaccine),Yes (P)
3105,ARE,United Arab Emirates,EMRO,2005.0,IPV (Inactivated polio vaccine) 2nd dose,No
3106,ARE,United Arab Emirates,EMRO,2005.0,Japanese Encephalitis,No
3107,ARE,United Arab Emirates,EMRO,2005.0,Measles-containing vaccine 2nd dose,Yes
3108,ARE,United Arab Emirates,EMRO,2005.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3109,ARE,United Arab Emirates,EMRO,2005.0,Mumps vaccine,Yes
3110,ARE,United Arab Emirates,EMRO,2005.0,PCV (Pneumococcal conjugate vaccine),No
3111,ARE,United Arab Emirates,EMRO,2005.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3112,ARE,United Arab Emirates,EMRO,2005.0,Rubella vaccine,Yes
3113,ARE,United Arab Emirates,EMRO,2005.0,Seasonal Influenza vaccine,No
3114,ARE,United Arab Emirates,EMRO,2005.0,Typhoid,No
3115,ARE,United Arab Emirates,EMRO,2005.0,Varicella vaccine,Yes (R)
3116,ARE,United Arab Emirates,EMRO,2005.0,YF (Yellow fever) vaccine,No
3117,ARE,United Arab Emirates,EMRO,2004.0,aP (acellular pertussis) vaccine,No
3118,ARE,United Arab Emirates,EMRO,2004.0,Hepatitis A vaccine,No
3119,ARE,United Arab Emirates,EMRO,2004.0,Hepatitis B vaccine,Yes
3120,ARE,United Arab Emirates,EMRO,2004.0,HepB birth dose,No
3121,ARE,United Arab Emirates,EMRO,2004.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3122,ARE,United Arab Emirates,EMRO,2004.0,IPV (Inactivated polio vaccine),Yes (P)
3123,ARE,United Arab Emirates,EMRO,2004.0,IPV (Inactivated polio vaccine) 2nd dose,No
3124,ARE,United Arab Emirates,EMRO,2004.0,Japanese Encephalitis,No
3125,ARE,United Arab Emirates,EMRO,2004.0,Measles-containing vaccine 2nd dose,Yes
3126,ARE,United Arab Emirates,EMRO,2004.0,Meningococcal meningitis vaccines (all strains),Yes (R)
3127,ARE,United Arab Emirates,EMRO,2004.0,Mumps vaccine,Yes
3128,ARE,United Arab Emirates,EMRO,2004.0,PCV (Pneumococcal conjugate vaccine),No
3129,ARE,United Arab Emirates,EMRO,2004.0,PPV (Pneumococcal polysaccharide vaccine),Yes (R)
3130,ARE,United Arab Emirates,EMRO,2004.0,Rubella vaccine,Yes
3131,ARE,United Arab Emirates,EMRO,2004.0,Seasonal Influenza vaccine,No
3132,ARE,United Arab Emirates,EMRO,2004.0,Typhoid,No
3133,ARE,United Arab Emirates,EMRO,2004.0,Varicella vaccine,Yes (R)
3134,ARE,United Arab Emirates,EMRO,2004.0,YF (Yellow fever) vaccine,No
3135,ARE,United Arab Emirates,EMRO,2003.0,aP (acellular pertussis) vaccine,No
3136,ARE,United Arab Emirates,EMRO,2003.0,Hepatitis A vaccine,No
3137,ARE,United Arab Emirates,EMRO,2003.0,Hepatitis B vaccine,Yes
3138,ARE,United Arab Emirates,EMRO,2003.0,HepB birth dose,No
3139,ARE,United Arab Emirates,EMRO,2003.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3140,ARE,United Arab Emirates,EMRO,2003.0,IPV (Inactivated polio vaccine),Yes (P)
3141,ARE,United Arab Emirates,EMRO,2003.0,IPV (Inactivated polio vaccine) 2nd dose,No
3142,ARE,United Arab Emirates,EMRO,2003.0,Japanese Encephalitis,No
3143,ARE,United Arab Emirates,EMRO,2003.0,Measles-containing vaccine 2nd dose,Yes
3144,ARE,United Arab Emirates,EMRO,2003.0,Meningococcal meningitis vaccines (all strains),No
3145,ARE,United Arab Emirates,EMRO,2003.0,Mumps vaccine,Yes
3146,ARE,United Arab Emirates,EMRO,2003.0,PCV (Pneumococcal conjugate vaccine),No
3147,ARE,United Arab Emirates,EMRO,2003.0,PPV (Pneumococcal polysaccharide vaccine),No
3148,ARE,United Arab Emirates,EMRO,2003.0,Rubella vaccine,Yes
3149,ARE,United Arab Emirates,EMRO,2003.0,Seasonal Influenza vaccine,No
3150,ARE,United Arab Emirates,EMRO,2003.0,Typhoid,No
3151,ARE,United Arab Emirates,EMRO,2003.0,Varicella vaccine,No
3152,ARE,United Arab Emirates,EMRO,2003.0,YF (Yellow fever) vaccine,No
3153,ARE,United Arab Emirates,EMRO,2002.0,aP (acellular pertussis) vaccine,No
3154,ARE,United Arab Emirates,EMRO,2002.0,Hepatitis A vaccine,No
3155,ARE,United Arab Emirates,EMRO,2002.0,Hepatitis B vaccine,Yes
3156,ARE,United Arab Emirates,EMRO,2002.0,HepB birth dose,No
3157,ARE,United Arab Emirates,EMRO,2002.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3158,ARE,United Arab Emirates,EMRO,2002.0,IPV (Inactivated polio vaccine),Yes (P)
3159,ARE,United Arab Emirates,EMRO,2002.0,IPV (Inactivated polio vaccine) 2nd dose,No
3160,ARE,United Arab Emirates,EMRO,2002.0,Japanese Encephalitis,No
3161,ARE,United Arab Emirates,EMRO,2002.0,Measles-containing vaccine 2nd dose,Yes
3162,ARE,United Arab Emirates,EMRO,2002.0,Meningococcal meningitis vaccines (all strains),No
3163,ARE,United Arab Emirates,EMRO,2002.0,Mumps vaccine,Yes
3164,ARE,United Arab Emirates,EMRO,2002.0,PCV (Pneumococcal conjugate vaccine),No
3165,ARE,United Arab Emirates,EMRO,2002.0,PPV (Pneumococcal polysaccharide vaccine),No
3166,ARE,United Arab Emirates,EMRO,2002.0,Rubella vaccine,Yes
3167,ARE,United Arab Emirates,EMRO,2002.0,Seasonal Influenza vaccine,No
3168,ARE,United Arab Emirates,EMRO,2002.0,Typhoid,No
3169,ARE,United Arab Emirates,EMRO,2002.0,Varicella vaccine,No
3170,ARE,United Arab Emirates,EMRO,2002.0,YF (Yellow fever) vaccine,No
3171,ARE,United Arab Emirates,EMRO,2001.0,aP (acellular pertussis) vaccine,No
3172,ARE,United Arab Emirates,EMRO,2001.0,Hepatitis B vaccine,Yes
3173,ARE,United Arab Emirates,EMRO,2001.0,HepB birth dose,No
3174,ARE,United Arab Emirates,EMRO,2001.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3175,ARE,United Arab Emirates,EMRO,2001.0,IPV (Inactivated polio vaccine),Yes (P)
3176,ARE,United Arab Emirates,EMRO,2001.0,Japanese Encephalitis,No
3177,ARE,United Arab Emirates,EMRO,2001.0,Measles-containing vaccine 2nd dose,Yes
3178,ARE,United Arab Emirates,EMRO,2001.0,Meningococcal meningitis vaccines (all strains),No
3179,ARE,United Arab Emirates,EMRO,2001.0,Mumps vaccine,Yes
3180,ARE,United Arab Emirates,EMRO,2001.0,PCV (Pneumococcal conjugate vaccine),No
3181,ARE,United Arab Emirates,EMRO,2001.0,PPV (Pneumococcal polysaccharide vaccine),No
3182,ARE,United Arab Emirates,EMRO,2001.0,Rubella vaccine,Yes
3183,ARE,United Arab Emirates,EMRO,2001.0,Seasonal Influenza vaccine,No
3184,ARE,United Arab Emirates,EMRO,2001.0,Varicella vaccine,No
3185,ARE,United Arab Emirates,EMRO,2001.0,YF (Yellow fever) vaccine,No
3186,ARE,United Arab Emirates,EMRO,2000.0,Hepatitis B vaccine,Yes
3187,ARE,United Arab Emirates,EMRO,2000.0,HepB birth dose,No
3188,ARE,United Arab Emirates,EMRO,2000.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3189,ARE,United Arab Emirates,EMRO,2000.0,IPV (Inactivated polio vaccine),Yes (P)
3190,ARE,United Arab Emirates,EMRO,2000.0,Measles-containing vaccine 2nd dose,Yes
3191,ARE,United Arab Emirates,EMRO,2000.0,Meningococcal meningitis vaccines (all strains),No
3192,ARE,United Arab Emirates,EMRO,2000.0,Mumps vaccine,Yes
3193,ARE,United Arab Emirates,EMRO,2000.0,PCV (Pneumococcal conjugate vaccine),No
3194,ARE,United Arab Emirates,EMRO,2000.0,PPV (Pneumococcal polysaccharide vaccine),No
3195,ARE,United Arab Emirates,EMRO,2000.0,Rubella vaccine,Yes
3196,ARE,United Arab Emirates,EMRO,2000.0,Seasonal Influenza vaccine,No
3197,ARE,United Arab Emirates,EMRO,2000.0,YF (Yellow fever) vaccine,No
3198,ARE,United Arab Emirates,EMRO,1999.0,Hepatitis B vaccine,Yes
3199,ARE,United Arab Emirates,EMRO,1999.0,HepB birth dose,No
3200,ARE,United Arab Emirates,EMRO,1999.0,Hib (Haemophilus influenzae type B) vaccine,Yes
3201,ARE,United Arab Emirates,EMRO,1999.0,IPV (Inactivated polio vaccine),Yes (P)
3202,ARE,United Arab Emirates,EMRO,1999.0,Measles-containing vaccine 2nd dose,Yes
3203,ARE,United Arab Emirates,EMRO,1999.0,Meningococcal meningitis vaccines (all strains),No
3204,ARE,United Arab Emirates,EMRO,1999.0,Mumps vaccine,Yes
3205,ARE,United Arab Emirates,EMRO,1999.0,PPV (Pneumococcal polysaccharide vaccine),No
3206,ARE,United Arab Emirates,EMRO,1999.0,Rubella vaccine,Yes
3207,ARE,United Arab Emirates,EMRO,1999.0,Seasonal Influenza vaccine,No
3208,ARE,United Arab Emirates,EMRO,1999.0,YF (Yellow fever) vaccine,No
3209,ARE,United Arab Emirates,EMRO,1998.0,Hepatitis B vaccine,Yes
3210,ARE,United Arab Emirates,EMRO,1998.0,HepB birth dose,No
3211,ARE,United Arab Emirates,EMRO,1998.0,Hib (Haemophilus influenzae type B) vaccine,No
