,GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,DENOMINATOR,INCIDENCE_RATE
3347,COUNTRIES,ATG,Antigua and Barbuda,2005.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3348,COUNTRIES,ATG,Antigua and Barbuda,2005.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3349,COUNTRIES,ATG,Antigua and Barbuda,2004.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3350,COUNTRIES,ATG,Antigua and Barbuda,2004.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3351,COUNTRIES,ATG,Antigua and Barbuda,2004.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3352,COUNTRIES,ATG,Antigua and Barbuda,2004.0,MUMPS,Mumps,"per 1,000,000 total population",0.0
3353,COUNTRIES,ATG,Antigua and Barbuda,2004.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3354,COUNTRIES,ATG,Antigua and Barbuda,2004.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3355,COUNTRIES,ATG,Antigua and Barbuda,2004.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3356,COUNTRIES,ATG,Antigua and Barbuda,2004.0,RUBELLA,Rubella,"per 1,000,000 total population",0.0
3357,COUNTRIES,ATG,Antigua and Barbuda,2004.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3358,COUNTRIES,ATG,Antigua and Barbuda,2004.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3359,COUNTRIES,ATG,Antigua and Barbuda,2003.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3360,COUNTRIES,ATG,Antigua and Barbuda,2003.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3361,COUNTRIES,ATG,Antigua and Barbuda,2003.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3362,COUNTRIES,ATG,Antigua and Barbuda,2003.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3363,COUNTRIES,ATG,Antigua and Barbuda,2003.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3364,COUNTRIES,ATG,Antigua and Barbuda,2003.0,RUBELLA,Rubella,"per 1,000,000 total population",0.0
3365,COUNTRIES,ATG,Antigua and Barbuda,2002.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3366,COUNTRIES,ATG,Antigua and Barbuda,2002.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3367,COUNTRIES,ATG,Antigua and Barbuda,2002.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3368,COUNTRIES,ATG,Antigua and Barbuda,2002.0,MUMPS,Mumps,"per 1,000,000 total population",0.0
3369,COUNTRIES,ATG,Antigua and Barbuda,2002.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3370,COUNTRIES,ATG,Antigua and Barbuda,2002.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3371,COUNTRIES,ATG,Antigua and Barbuda,2002.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3372,COUNTRIES,ATG,Antigua and Barbuda,2002.0,RUBELLA,Rubella,"per 1,000,000 total population",0.0
3373,COUNTRIES,ATG,Antigua and Barbuda,2002.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3374,COUNTRIES,ATG,Antigua and Barbuda,2002.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3375,COUNTRIES,ATG,Antigua and Barbuda,2001.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3376,COUNTRIES,ATG,Antigua and Barbuda,2001.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3377,COUNTRIES,ATG,Antigua and Barbuda,2001.0,MUMPS,Mumps,"per 1,000,000 total population",0.0
3378,COUNTRIES,ATG,Antigua and Barbuda,2001.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3379,COUNTRIES,ATG,Antigua and Barbuda,2001.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3380,COUNTRIES,ATG,Antigua and Barbuda,2001.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3381,COUNTRIES,ATG,Antigua and Barbuda,2001.0,RUBELLA,Rubella,"per 1,000,000 total population",0.0
3382,COUNTRIES,ATG,Antigua and Barbuda,2001.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3383,COUNTRIES,ATG,Antigua and Barbuda,2001.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3384,COUNTRIES,ATG,Antigua and Barbuda,2000.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3385,COUNTRIES,ATG,Antigua and Barbuda,2000.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3386,COUNTRIES,ATG,Antigua and Barbuda,2000.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3387,COUNTRIES,ATG,Antigua and Barbuda,2000.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3388,COUNTRIES,ATG,Antigua and Barbuda,2000.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3389,COUNTRIES,ATG,Antigua and Barbuda,2000.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3390,COUNTRIES,ATG,Antigua and Barbuda,2000.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3391,COUNTRIES,ATG,Antigua and Barbuda,1999.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3392,COUNTRIES,ATG,Antigua and Barbuda,1999.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3393,COUNTRIES,ATG,Antigua and Barbuda,1999.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3394,COUNTRIES,ATG,Antigua and Barbuda,1999.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3395,COUNTRIES,ATG,Antigua and Barbuda,1999.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3396,COUNTRIES,ATG,Antigua and Barbuda,1998.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3397,COUNTRIES,ATG,Antigua and Barbuda,1998.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3398,COUNTRIES,ATG,Antigua and Barbuda,1998.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3399,COUNTRIES,ATG,Antigua and Barbuda,1998.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",13947.8
3400,COUNTRIES,ATG,Antigua and Barbuda,1998.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3401,COUNTRIES,ATG,Antigua and Barbuda,1998.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3402,COUNTRIES,ATG,Antigua and Barbuda,1997.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3403,COUNTRIES,ATG,Antigua and Barbuda,1997.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3404,COUNTRIES,ATG,Antigua and Barbuda,1997.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3405,COUNTRIES,ATG,Antigua and Barbuda,1997.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3406,COUNTRIES,ATG,Antigua and Barbuda,1997.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3407,COUNTRIES,ATG,Antigua and Barbuda,1996.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3408,COUNTRIES,ATG,Antigua and Barbuda,1996.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3409,COUNTRIES,ATG,Antigua and Barbuda,1996.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3410,COUNTRIES,ATG,Antigua and Barbuda,1996.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3411,COUNTRIES,ATG,Antigua and Barbuda,1996.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3412,COUNTRIES,ATG,Antigua and Barbuda,1995.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3413,COUNTRIES,ATG,Antigua and Barbuda,1995.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3414,COUNTRIES,ATG,Antigua and Barbuda,1995.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3415,COUNTRIES,ATG,Antigua and Barbuda,1995.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3416,COUNTRIES,ATG,Antigua and Barbuda,1995.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3417,COUNTRIES,ATG,Antigua and Barbuda,1994.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3418,COUNTRIES,ATG,Antigua and Barbuda,1994.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3419,COUNTRIES,ATG,Antigua and Barbuda,1994.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3420,COUNTRIES,ATG,Antigua and Barbuda,1994.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3421,COUNTRIES,ATG,Antigua and Barbuda,1994.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3422,COUNTRIES,ATG,Antigua and Barbuda,1993.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3423,COUNTRIES,ATG,Antigua and Barbuda,1993.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3424,COUNTRIES,ATG,Antigua and Barbuda,1993.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3425,COUNTRIES,ATG,Antigua and Barbuda,1993.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3426,COUNTRIES,ATG,Antigua and Barbuda,1993.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3427,COUNTRIES,ATG,Antigua and Barbuda,1992.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3428,COUNTRIES,ATG,Antigua and Barbuda,1992.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3429,COUNTRIES,ATG,Antigua and Barbuda,1992.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3430,COUNTRIES,ATG,Antigua and Barbuda,1992.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3431,COUNTRIES,ATG,Antigua and Barbuda,1992.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3432,COUNTRIES,ATG,Antigua and Barbuda,1991.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3433,COUNTRIES,ATG,Antigua and Barbuda,1991.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3434,COUNTRIES,ATG,Antigua and Barbuda,1991.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3435,COUNTRIES,ATG,Antigua and Barbuda,1991.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3436,COUNTRIES,ATG,Antigua and Barbuda,1991.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3437,COUNTRIES,ATG,Antigua and Barbuda,1990.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3438,COUNTRIES,ATG,Antigua and Barbuda,1990.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3439,COUNTRIES,ATG,Antigua and Barbuda,1990.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3440,COUNTRIES,ATG,Antigua and Barbuda,1990.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3441,COUNTRIES,ATG,Antigua and Barbuda,1990.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3442,COUNTRIES,ATG,Antigua and Barbuda,1989.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3443,COUNTRIES,ATG,Antigua and Barbuda,1989.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3444,COUNTRIES,ATG,Antigua and Barbuda,1989.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3445,COUNTRIES,ATG,Antigua and Barbuda,1989.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3446,COUNTRIES,ATG,Antigua and Barbuda,1989.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3447,COUNTRIES,ATG,Antigua and Barbuda,1988.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3448,COUNTRIES,ATG,Antigua and Barbuda,1988.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3449,COUNTRIES,ATG,Antigua and Barbuda,1988.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3450,COUNTRIES,ATG,Antigua and Barbuda,1988.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3451,COUNTRIES,ATG,Antigua and Barbuda,1988.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3452,COUNTRIES,ATG,Antigua and Barbuda,1987.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3453,COUNTRIES,ATG,Antigua and Barbuda,1987.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3454,COUNTRIES,ATG,Antigua and Barbuda,1987.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3455,COUNTRIES,ATG,Antigua and Barbuda,1987.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3456,COUNTRIES,ATG,Antigua and Barbuda,1987.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3457,COUNTRIES,ATG,Antigua and Barbuda,1986.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3458,COUNTRIES,ATG,Antigua and Barbuda,1986.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3459,COUNTRIES,ATG,Antigua and Barbuda,1986.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3460,COUNTRIES,ATG,Antigua and Barbuda,1986.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3461,COUNTRIES,ATG,Antigua and Barbuda,1986.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3462,COUNTRIES,ATG,Antigua and Barbuda,1985.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3463,COUNTRIES,ATG,Antigua and Barbuda,1985.0,MEASLES,Measles,"per 1,000,000 total population",15.5
3464,COUNTRIES,ATG,Antigua and Barbuda,1985.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3465,COUNTRIES,ATG,Antigua and Barbuda,1985.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3466,COUNTRIES,ATG,Antigua and Barbuda,1985.0,TTETANUS,Total tetanus,"per 1,000,000 total population",15.5
3467,COUNTRIES,ATG,Antigua and Barbuda,1984.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3468,COUNTRIES,ATG,Antigua and Barbuda,1984.0,MEASLES,Measles,"per 1,000,000 total population",15.4
3469,COUNTRIES,ATG,Antigua and Barbuda,1984.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3470,COUNTRIES,ATG,Antigua and Barbuda,1984.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3471,COUNTRIES,ATG,Antigua and Barbuda,1984.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3472,COUNTRIES,ATG,Antigua and Barbuda,1983.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3473,COUNTRIES,ATG,Antigua and Barbuda,1983.0,MEASLES,Measles,"per 1,000,000 total population",154.0
3474,COUNTRIES,ATG,Antigua and Barbuda,1983.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3475,COUNTRIES,ATG,Antigua and Barbuda,1983.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3476,COUNTRIES,ATG,Antigua and Barbuda,1983.0,TTETANUS,Total tetanus,"per 1,000,000 total population",15.4
3477,COUNTRIES,ATG,Antigua and Barbuda,1982.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3478,COUNTRIES,ATG,Antigua and Barbuda,1982.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3479,COUNTRIES,ATG,Antigua and Barbuda,1982.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3480,COUNTRIES,ATG,Antigua and Barbuda,1982.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3481,COUNTRIES,ATG,Antigua and Barbuda,1982.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3482,COUNTRIES,ATG,Antigua and Barbuda,1981.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3483,COUNTRIES,ATG,Antigua and Barbuda,1981.0,MEASLES,Measles,"per 1,000,000 total population",3819.7
3484,COUNTRIES,ATG,Antigua and Barbuda,1981.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3485,COUNTRIES,ATG,Antigua and Barbuda,1981.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3486,COUNTRIES,ATG,Antigua and Barbuda,1981.0,TTETANUS,Total tetanus,"per 1,000,000 total population",15.5
3487,COUNTRIES,ATG,Antigua and Barbuda,1980.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
3488,COUNTRIES,ATG,Antigua and Barbuda,1980.0,MEASLES,Measles,"per 1,000,000 total population",35512.2
3489,COUNTRIES,ATG,Antigua and Barbuda,1980.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3490,COUNTRIES,ATG,Antigua and Barbuda,1980.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
3491,COUNTRIES,ATG,Antigua and Barbuda,1980.0,TTETANUS,Total tetanus,"per 1,000,000 total population",46.5
3492,COUNTRIES,AUS,Australia,2023.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.5
3493,COUNTRIES,AUS,Australia,2023.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",5.4
3494,COUNTRIES,AUS,Australia,2023.0,MEASLES,Measles,"per 1,000,000 total population",1.0
3495,COUNTRIES,AUS,Australia,2023.0,MUMPS,Mumps,"per 1,000,000 total population",1.5
3496,COUNTRIES,AUS,Australia,2023.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",92.3
3497,COUNTRIES,AUS,Australia,2023.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
3498,COUNTRIES,AUS,Australia,2023.0,TYPHOID,Typhoid,"per 1,000,000 total population",10.8
3499,COUNTRIES,AUS,Australia,2022.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.2
3500,COUNTRIES,AUS,Australia,2022.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",4.8
3501,COUNTRIES,AUS,Australia,2022.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",1.6
3502,COUNTRIES,AUS,Australia,2022.0,MEASLES,Measles,"per 1,000,000 total population",0.3
3503,COUNTRIES,AUS,Australia,2022.0,MUMPS,Mumps,"per 1,000,000 total population",1.7
3504,COUNTRIES,AUS,Australia,2022.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",18.3
3505,COUNTRIES,AUS,Australia,2022.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.0
3506,COUNTRIES,AUS,Australia,2022.0,TYPHOID,Typhoid,"per 1,000,000 total population",6.8
3507,COUNTRIES,AUS,Australia,2021.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3508,COUNTRIES,AUS,Australia,2021.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
3509,COUNTRIES,AUS,Australia,2021.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",2.9
3510,COUNTRIES,AUS,Australia,2021.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
3511,COUNTRIES,AUS,Australia,2021.0,MEASLES,Measles,"per 1,000,000 total population",0.0
3512,COUNTRIES,AUS,Australia,2021.0,MUMPS,Mumps,"per 1,000,000 total population",0.8
3513,COUNTRIES,AUS,Australia,2021.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3514,COUNTRIES,AUS,Australia,2021.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",21.2
3515,COUNTRIES,AUS,Australia,2021.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3516,COUNTRIES,AUS,Australia,2021.0,RUBELLA,Rubella,"per 1,000,000 total population",0.1
3517,COUNTRIES,AUS,Australia,2021.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
3518,COUNTRIES,AUS,Australia,2021.0,TYPHOID,Typhoid,"per 1,000,000 total population",0.6
3519,COUNTRIES,AUS,Australia,2021.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3520,COUNTRIES,AUS,Australia,2020.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3521,COUNTRIES,AUS,Australia,2020.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
3522,COUNTRIES,AUS,Australia,2020.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",3.5
3523,COUNTRIES,AUS,Australia,2020.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
3524,COUNTRIES,AUS,Australia,2020.0,MEASLES,Measles,"per 1,000,000 total population",1.0
3525,COUNTRIES,AUS,Australia,2020.0,MUMPS,Mumps,"per 1,000,000 total population",5.9
3526,COUNTRIES,AUS,Australia,2020.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3527,COUNTRIES,AUS,Australia,2020.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",134.3
3528,COUNTRIES,AUS,Australia,2020.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3529,COUNTRIES,AUS,Australia,2020.0,RUBELLA,Rubella,"per 1,000,000 total population",0.1
3530,COUNTRIES,AUS,Australia,2020.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
3531,COUNTRIES,AUS,Australia,2020.0,TYPHOID,Typhoid,"per 1,000,000 total population",3.4
3532,COUNTRIES,AUS,Australia,2020.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3533,COUNTRIES,AUS,Australia,2019.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3534,COUNTRIES,AUS,Australia,2019.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
3535,COUNTRIES,AUS,Australia,2019.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
3536,COUNTRIES,AUS,Australia,2019.0,MEASLES,Measles,"per 1,000,000 total population",11.2
3537,COUNTRIES,AUS,Australia,2019.0,MUMPS,Mumps,"per 1,000,000 total population",6.6
3538,COUNTRIES,AUS,Australia,2019.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3539,COUNTRIES,AUS,Australia,2019.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",471.7
3540,COUNTRIES,AUS,Australia,2019.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3541,COUNTRIES,AUS,Australia,2019.0,RUBELLA,Rubella,"per 1,000,000 total population",0.9
3542,COUNTRIES,AUS,Australia,2019.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
3543,COUNTRIES,AUS,Australia,2019.0,TYPHOID,Typhoid,"per 1,000,000 total population",7.8
3544,COUNTRIES,AUS,Australia,2019.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3545,COUNTRIES,AUS,Australia,2018.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3546,COUNTRIES,AUS,Australia,2018.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.4
3547,COUNTRIES,AUS,Australia,2018.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
3548,COUNTRIES,AUS,Australia,2018.0,MEASLES,Measles,"per 1,000,000 total population",4.1
3549,COUNTRIES,AUS,Australia,2018.0,MUMPS,Mumps,"per 1,000,000 total population",25.2
3550,COUNTRIES,AUS,Australia,2018.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3551,COUNTRIES,AUS,Australia,2018.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",499.8
3552,COUNTRIES,AUS,Australia,2018.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3553,COUNTRIES,AUS,Australia,2018.0,RUBELLA,Rubella,"per 1,000,000 total population",0.3
3554,COUNTRIES,AUS,Australia,2018.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
3555,COUNTRIES,AUS,Australia,2018.0,TYPHOID,Typhoid,"per 1,000,000 total population",7.0
3556,COUNTRIES,AUS,Australia,2018.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3557,COUNTRIES,AUS,Australia,2017.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3558,COUNTRIES,AUS,Australia,2017.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
3559,COUNTRIES,AUS,Australia,2017.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
3560,COUNTRIES,AUS,Australia,2017.0,MEASLES,Measles,"per 1,000,000 total population",3.3
3561,COUNTRIES,AUS,Australia,2017.0,MUMPS,Mumps,"per 1,000,000 total population",32.6
3562,COUNTRIES,AUS,Australia,2017.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",489.8
3563,COUNTRIES,AUS,Australia,2017.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3564,COUNTRIES,AUS,Australia,2017.0,RUBELLA,Rubella,"per 1,000,000 total population",0.4
3565,COUNTRIES,AUS,Australia,2017.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
3566,COUNTRIES,AUS,Australia,2017.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3567,COUNTRIES,AUS,Australia,2016.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3568,COUNTRIES,AUS,Australia,2016.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
3569,COUNTRIES,AUS,Australia,2016.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
3570,COUNTRIES,AUS,Australia,2016.0,MEASLES,Measles,"per 1,000,000 total population",4.1
3571,COUNTRIES,AUS,Australia,2016.0,MUMPS,Mumps,"per 1,000,000 total population",32.9
3572,COUNTRIES,AUS,Australia,2016.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3573,COUNTRIES,AUS,Australia,2016.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",823.6
3574,COUNTRIES,AUS,Australia,2016.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
3575,COUNTRIES,AUS,Australia,2016.0,RUBELLA,Rubella,"per 1,000,000 total population",0.7
3576,COUNTRIES,AUS,Australia,2016.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
3577,COUNTRIES,AUS,Australia,2016.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
3578,COUNTRIES,AUS,Australia,2015.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
3579,COUNTRIES,AUS,Australia,2015.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
3580,COUNTRIES,AUS,Australia,2015.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
3581,COUNTRIES,AUS,Australia,2015.0,MEASLES,Measles,"per 1,000,000 total population",3.1
3582,COUNTRIES,AUS,Australia,2015.0,MUMPS,Mumps,"per 1,000,000 total population",26.4
3583,COUNTRIES,AUS,Australia,2015.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
3584,COUNTRIES,AUS,Australia,2015.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",939.9
